Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Class,100431.QuadTree,human/100431.py,23.0,1.0,11.0,11.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,,,,,4.0,4.0,5.0,5.0,145.0,13.0,55.0,26.0,48.0,77.0,,,48.0,25.0,42.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,2.0,1.4,13.0,13.0,13.0,13.0,7.0,100431.py,100431.QuadTree:::100431.py
Class,100564._body_accumulator,human/100564.py,6.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,6.0,3.0,6.0,6.0,41.0,6.0,31.0,9.0,24.0,4.0,,,27.0,9.0,20.0,,,,,,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.13,11.0,11.0,11.0,11.0,6.0,100564.py,100564._body_accumulator:::100564.py
Class,100624.Quoter,human/100624.py,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,18.0,4.0,9.0,6.0,5.0,5.0,,,9.0,6.0,5.0,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.56,4.0,4.0,4.0,4.0,3.0,100624.py,100624.Quoter:::100624.py
Abstract Class,100669.GzipDecodedResponse,human/100669.py,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,14.0,2.0,9.0,4.0,6.0,3.0,,,9.0,4.0,6.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.33,3.0,3.0,3.0,3.0,2.0,100669.py,100669.GzipDecodedResponse:::100669.py
Class,100772.Chunk,human/100772.py,7.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,7.0,4.0,9.0,9.0,101.0,20.0,32.0,22.0,20.0,49.0,,,30.0,20.0,20.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.53,11.0,11.0,13.0,13.0,11.0,100772.py,100772.Chunk:::100772.py
Class,100937.Tokens,human/100937.py,11.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,,,,,4.0,4.0,4.0,4.0,49.0,6.0,35.0,19.0,29.0,8.0,,,32.0,18.0,27.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,3.0,0.23,9.0,9.0,9.0,9.0,6.0,100937.py,100937.Tokens:::100937.py
Class,101013.Config,human/101013.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,6.0,6.0,5.0,1.0,,,6.0,6.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,101013.py,101013.Config:::101013.py
Class,101014.Config,human/101014.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,4.0,4.0,3.0,1.0,,,4.0,4.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,101014.py,101014.Config:::101014.py
Class,101017.Config,human/101017.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,4.0,4.0,3.0,1.0,,,4.0,4.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,101017.py,101017.Config:::101017.py
Class,101018.Config,human/101018.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,101018.py,101018.Config:::101018.py
Class,101023.Config,human/101023.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,4.0,4.0,3.0,1.0,,,4.0,4.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,101023.py,101023.Config:::101023.py
Class,101025.Config,human/101025.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,2.0,1.0,,,3.0,3.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,101025.py,101025.Config:::101025.py
Class,101060.DataQuery,human/101060.py,9.0,0.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,9.0,0.0,0.0,,,,,18.0,3.0,21.0,21.0,216.0,28.0,143.0,53.0,118.0,45.0,,,135.0,50.0,113.0,,,,,,7.0,7.0,7.0,7.0,6.0,0.0,4.0,0.31,53.0,53.0,55.0,55.0,36.0,101060.py,101060.DataQuery:::101060.py
Class,101065.DataQuery,human/101065.py,9.0,0.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,9.0,0.0,0.0,,,,,18.0,3.0,21.0,21.0,216.0,28.0,143.0,53.0,118.0,45.0,,,135.0,50.0,113.0,,,,,,7.0,7.0,7.0,7.0,6.0,0.0,4.0,0.31,53.0,53.0,55.0,55.0,36.0,101065.py,101065.DataQuery:::101065.py
Class,101103._GroupAliasGenerator,human/101103.py,4.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,8.0,2.0,8.0,8.0,39.0,8.0,28.0,15.0,19.0,3.0,,,27.0,15.0,18.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.11,12.0,12.0,12.0,12.0,10.0,101103.py,101103._GroupAliasGenerator:::101103.py
Class,101118._NominalTimeCalculator,human/101118.py,8.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,,,,,8.0,2.0,8.0,8.0,77.0,12.0,40.0,23.0,30.0,25.0,,,39.0,22.0,30.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.63,12.0,12.0,12.0,12.0,8.0,101118.py,101118._NominalTimeCalculator:::101118.py
Class,101156.AreaDefEstimator,human/101156.py,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,6.0,2.0,6.0,6.0,46.0,8.0,28.0,20.0,21.0,10.0,,,28.0,20.0,21.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.36,6.0,6.0,6.0,6.0,6.0,101156.py,101156.AreaDefEstimator:::101156.py
Class,101157.Calibrator,human/101157.py,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,7.0,1.0,7.0,7.0,38.0,9.0,21.0,10.0,13.0,8.0,,,21.0,10.0,13.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.38,9.0,9.0,9.0,9.0,7.0,101157.py,101157.Calibrator:::101157.py
Class,101159.SpaceMasker,human/101159.py,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,6.0,4.0,6.0,6.0,42.0,8.0,23.0,16.0,16.0,11.0,,,23.0,16.0,16.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.48,7.0,7.0,7.0,7.0,6.0,101159.py,101159.SpaceMasker:::101159.py
Class,101160.AttitudePrediction,human/101160.py,6.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,3.0,3.0,28.0,6.0,8.0,6.0,4.0,14.0,,,8.0,6.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.75,3.0,3.0,3.0,3.0,3.0,101160.py,101160.AttitudePrediction:::101160.py
Class,101161.OrbitPrediction,human/101161.py,7.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,3.0,3.0,32.0,6.0,10.0,8.0,6.0,16.0,,,10.0,8.0,6.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6,3.0,3.0,3.0,3.0,3.0,101161.py,101161.OrbitPrediction:::101161.py
Class,101166.AreaDefEstimator,human/101166.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,9.0,2.0,9.0,9.0,53.0,10.0,36.0,25.0,26.0,7.0,,,35.0,25.0,25.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.19,10.0,10.0,10.0,10.0,9.0,101166.py,101166.AreaDefEstimator:::101166.py
Class,101205.DatasetAccessor,human/101205.py,4.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,7.0,1.0,7.0,7.0,44.0,8.0,25.0,13.0,16.0,11.0,,,24.0,12.0,16.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.44,10.0,10.0,11.0,11.0,7.0,101205.py,101205.DatasetAccessor:::101205.py
Class,101209.IRWVCalibrator,human/101209.py,7.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,5.0,1.0,5.0,5.0,43.0,8.0,22.0,11.0,16.0,13.0,,,20.0,11.0,14.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.59,8.0,8.0,8.0,8.0,7.0,101209.py,101209.IRWVCalibrator:::101209.py
Class,101211.Navigator,human/101211.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,20.0,3.0,13.0,10.0,9.0,4.0,,,13.0,10.0,9.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.31,3.0,3.0,3.0,3.0,3.0,101211.py,101211.Navigator:::101211.py
Class,101212.VISCalibrator,human/101212.py,8.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,6.0,2.0,7.0,7.0,69.0,11.0,36.0,20.0,27.0,22.0,,,33.0,19.0,25.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.61,10.0,10.0,10.0,10.0,9.0,101212.py,101212.VISCalibrator:::101212.py
Class,101213.VisQualityControl,human/101213.py,5.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,20.0,4.0,9.0,6.0,5.0,7.0,,,9.0,6.0,5.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.78,4.0,4.0,4.0,4.0,3.0,101213.py,101213.VisQualityControl:::101213.py
Class,101214._DatasetPreprocessor,human/101214.py,7.0,0.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,8.0,0.0,8.0,8.0,62.0,10.0,38.0,17.0,29.0,14.0,,,38.0,17.0,29.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.37,11.0,11.0,12.0,12.0,8.0,101214.py,101214._DatasetPreprocessor:::101214.py
Class,101224.BitFlags,human/101224.py,13.0,0.0,12.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,6.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,29.0,2.0,24.0,10.0,21.0,3.0,,,22.0,10.0,19.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.13,5.0,5.0,5.0,5.0,2.0,101224.py,101224.BitFlags:::101224.py
Class,101247.AzimuthNoiseReader,human/101247.py,8.0,0.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,10.0,4.0,11.0,11.0,119.0,14.0,78.0,46.0,65.0,27.0,,,77.0,45.0,65.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.35,19.0,19.0,19.0,19.0,11.0,101247.py,101247.AzimuthNoiseReader:::101247.py
Class,101254.XMLArray,human/101254.py,6.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,5.0,5.0,5.0,5.0,38.0,5.0,27.0,18.0,21.0,6.0,,,27.0,18.0,21.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.22,7.0,7.0,7.0,7.0,5.0,101254.py,101254.XMLArray:::101254.py
Class,101255._AzimuthBlock,human/101255.py,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,8.0,1.0,8.0,8.0,42.0,8.0,31.0,23.0,16.0,3.0,,,25.0,17.0,16.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,8.0,8.0,8.0,8.0,8.0,101255.py,101255._AzimuthBlock:::101255.py
Class,101267.ImageBoundaries,human/101267.py,8.0,0.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,6.0,3.0,8.0,8.0,75.0,10.0,55.0,32.0,44.0,10.0,,,51.0,30.0,42.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.18,13.0,13.0,15.0,15.0,10.0,101267.py,101267.ImageBoundaries:::101267.py
Class,101269.Padder,human/101269.py,11.0,0.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,3.0,3.0,3.0,3.0,37.0,4.0,26.0,13.0,22.0,7.0,,,24.0,13.0,20.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.27,7.0,7.0,7.0,7.0,3.0,101269.py,101269.Padder:::101269.py
Class,101306._WarningManager,human/101306.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,101306.py,101306._WarningManager:::101306.py
Class,101367.DAVErrorCondition,human/101367.py,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,27.0,5.0,21.0,11.0,15.0,1.0,,,21.0,11.0,15.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.05,8.0,8.0,8.0,8.0,5.0,101367.py,101367.DAVErrorCondition:::101367.py
Class,101382.LockManager,human/101382.py,15.0,1.0,9.0,5.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,17.0,2.0,17.0,17.0,281.0,37.0,152.0,48.0,134.0,92.0,,,144.0,48.0,126.0,,,,,,8.0,8.0,10.0,10.0,5.0,0.0,4.0,0.61,42.0,42.0,50.0,50.0,28.0,101382.py,101382.LockManager:::101382.py
Class,101389.CouchPropertyManager,human/101389.py,7.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,17.0,3.0,17.0,17.0,135.0,17.0,115.0,43.0,97.0,3.0,,,111.0,43.0,93.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,2.0,0.03,34.0,34.0,36.0,36.0,19.0,101389.py,101389.CouchPropertyManager:::101389.py
Class,101390.MongoPropertyManager,human/101390.py,7.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,15.0,4.0,15.0,15.0,117.0,15.0,100.0,36.0,84.0,2.0,,,99.0,36.0,83.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,3.0,0.02,31.0,31.0,33.0,33.0,19.0,101390.py,101390.MongoPropertyManager:::101390.py
Class,101394.RequestServer,human/101394.py,37.0,0.0,33.0,3.0,11.0,11.0,12.0,12.0,2.0,0.0,5.0,0.0,0.0,,,,,22.0,5.0,22.0,22.0,857.0,31.0,763.0,202.0,738.0,63.0,,,720.0,198.0,695.0,,,,,,50.0,50.0,61.0,61.0,16.0,0.0,5.0,0.08,242.0,242.0,278.0,278.0,56.0,101394.py,101394.RequestServer:::101394.py
Class,101395.ReadWriteLock,human/101395.py,30.0,2.0,24.0,4.0,7.0,7.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0,,,,,4.0,6.0,4.0,4.0,147.0,13.0,96.0,18.0,91.0,38.0,,,84.0,18.0,79.0,,,,,,13.0,13.0,14.0,14.0,11.0,0.0,5.0,0.4,29.0,29.0,31.0,31.0,23.0,101395.py,101395.ReadWriteLock:::101395.py
Abstract Class,101396.DAVResolver,human/101396.py,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,9.0,2.0,6.0,5.0,3.0,1.0,,,6.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.17,2.0,2.0,2.0,2.0,2.0,101396.py,101396.DAVResolver:::101396.py
Class,101421.FileLikeQueue,human/101421.py,11.0,1.0,7.0,3.0,3.0,3.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,,,,,4.0,3.0,4.0,4.0,62.0,10.0,30.0,10.0,25.0,22.0,,,29.0,10.0,24.0,,,,,,5.0,5.0,9.0,9.0,4.0,0.0,3.0,0.73,11.0,11.0,15.0,15.0,7.0,101421.py,101421.FileLikeQueue:::101421.py
Class,101422.StreamingFile,human/101422.py,9.0,0.0,8.0,1.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,21.0,2.0,16.0,6.0,13.0,3.0,,,15.0,6.0,12.0,,,,,,4.0,4.0,5.0,5.0,3.0,0.0,2.0,0.19,5.0,5.0,6.0,6.0,4.0,101422.py,101422.StreamingFile:::101422.py
Class,101423.NO_DEFAULT,human/101423.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,,,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101423.py,101423.NO_DEFAULT:::101423.py
Class,101425.WsgiDAVApp,human/101425.py,58.0,0.0,57.0,1.0,15.0,15.0,18.0,18.0,4.0,0.0,9.0,0.0,0.0,,,,,4.0,12.0,4.0,4.0,244.0,6.0,233.0,50.0,227.0,5.0,,,213.0,50.0,207.0,,,,,,34.0,34.0,37.0,37.0,7.0,0.0,4.0,0.02,73.0,73.0,91.0,91.0,19.0,101425.py,101425.WsgiDAVApp:::101425.py
Class,101491.ActivityEntry,human/101491.py,9.0,0.0,9.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,10.0,9.0,10.0,10.0,107.0,12.0,87.0,38.0,76.0,8.0,,,82.0,38.0,71.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.09,23.0,23.0,24.0,24.0,10.0,101491.py,101491.ActivityEntry:::101491.py
Class,101492.CategoryEntry,human/101492.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,8.0,4.0,8.0,8.0,53.0,9.0,41.0,14.0,32.0,3.0,,,40.0,14.0,31.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.07,14.0,14.0,14.0,14.0,8.0,101492.py,101492.CategoryEntry:::101492.py
Class,101497.Calendar,human/101497.py,6.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,46.0,7.0,28.0,14.0,20.0,11.0,,,24.0,12.0,18.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.39,9.0,9.0,9.0,9.0,5.0,101497.py,101497.Calendar:::101497.py
Abstract Class,101796.WrappedBooster,human/101796.py,16.0,0.0,16.0,0.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,,,,,2.0,6.0,3.0,3.0,53.0,3.0,49.0,16.0,44.0,1.0,,,43.0,15.0,39.0,,,,,,6.0,6.0,6.0,6.0,4.0,0.0,2.0,0.02,15.0,15.0,16.0,16.0,8.0,101796.py,101796.WrappedBooster:::101796.py
Class,101798.Node,human/101798.py,19.0,0.0,19.0,0.0,7.0,7.0,8.0,8.0,4.0,0.0,8.0,0.0,0.0,,,,,9.0,5.0,10.0,10.0,206.0,10.0,192.0,65.0,179.0,4.0,,,185.0,60.0,174.0,,,,,,18.0,18.0,20.0,20.0,13.0,0.0,5.0,0.02,70.0,70.0,75.0,75.0,38.0,101798.py,101798.Node:::101798.py
Class,101866.ConsoleRender,human/101866.py,6.0,0.0,6.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,20.0,5.0,20.0,20.0,139.0,20.0,119.0,48.0,96.0,0.0,,,116.0,44.0,95.0,,,,,,5.0,5.0,5.0,5.0,4.0,0.0,2.0,0.0,40.0,40.0,46.0,46.0,23.0,101866.py,101866.ConsoleRender:::101866.py
Class,101893.EnvironmentMixin,human/101893.py,20.0,2.0,11.0,7.0,4.0,4.0,4.0,4.0,2.0,0.0,7.0,0.0,0.0,,,,,6.0,0.0,6.0,6.0,129.0,17.0,69.0,29.0,62.0,43.0,,,65.0,29.0,58.0,,,,,,5.0,5.0,5.0,5.0,4.0,0.0,2.0,0.62,23.0,23.0,26.0,26.0,12.0,101893.py,101893.EnvironmentMixin:::101893.py
Class,101894.tmux_cmd,human/101894.py,26.0,0.0,26.0,0.0,5.0,5.0,8.0,8.0,3.0,0.0,4.0,0.0,0.0,,,,,1.0,5.0,1.0,1.0,55.0,8.0,27.0,13.0,25.0,20.0,,,26.0,13.0,24.0,,,,,,5.0,5.0,8.0,8.0,3.0,0.0,1.0,0.74,5.0,5.0,8.0,8.0,3.0,101894.py,101894.tmux_cmd:::101894.py
Class,101926.Client,human/101926.py,10.0,0.0,10.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,4.0,1.0,4.0,4.0,45.0,4.0,41.0,12.0,36.0,0.0,,,41.0,12.0,36.0,,,,,,7.0,7.0,7.0,7.0,1.0,0.0,2.0,0.0,10.0,10.0,10.0,10.0,4.0,101926.py,101926.Client:::101926.py
Class,101930.ServerVersion,human/101930.py,6.0,0.0,6.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,9.0,7.0,9.0,9.0,66.0,9.0,57.0,27.0,41.0,0.0,,,50.0,21.0,40.0,,,,,,3.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,17.0,17.0,20.0,20.0,9.0,101930.py,101930.ServerVersion:::101930.py
Class,101931.Srv,human/101931.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,11.0,0.0,8.0,7.0,7.0,3.0,,,8.0,7.0,7.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,101931.py,101931.Srv:::101931.py
Class,101954._SubscriptionMessageIterator,human/101954.py,6.0,0.0,6.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,4.0,3.0,4.0,4.0,29.0,4.0,25.0,13.0,20.0,0.0,,,24.0,13.0,19.0,,,,,,4.0,4.0,5.0,5.0,1.0,0.0,2.0,0.0,8.0,8.0,9.0,9.0,4.0,101954.py,101954._SubscriptionMessageIterator:::101954.py
Class,102053.Request,human/102053.py,6.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,,,,,6.0,1.0,6.0,6.0,46.0,8.0,25.0,11.0,15.0,13.0,,,21.0,8.0,14.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.52,8.0,8.0,8.0,8.0,6.0,102053.py,102053.Request:::102053.py
Class,102055.Endpoint,human/102055.py,9.0,0.0,8.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,5.0,12.0,5.0,5.0,51.0,5.0,43.0,23.0,37.0,3.0,,,42.0,22.0,36.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.07,7.0,7.0,9.0,9.0,5.0,102055.py,102055.Endpoint:::102055.py
Class,102056.EndpointConfig,human/102056.py,11.0,0.0,11.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,23.0,1.0,17.0,5.0,15.0,5.0,,,17.0,5.0,15.0,,,,,,7.0,7.0,7.0,7.0,7.0,0.0,2.0,0.29,7.0,7.0,7.0,7.0,7.0,102056.py,102056.EndpointConfig:::102056.py
Class,102057.EndpointInfo,human/102057.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,2.0,2.0,17.0,2.0,10.0,5.0,6.0,5.0,,,9.0,4.0,6.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,2.0,2.0,2.0,2.0,2.0,102057.py,102057.EndpointInfo:::102057.py
Class,102059.EndpointStats,human/102059.py,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,2.0,2.0,29.0,2.0,15.0,6.0,11.0,12.0,,,14.0,5.0,11.0,,,,,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.8,2.0,2.0,3.0,3.0,2.0,102059.py,102059.EndpointStats:::102059.py
Class,102061.GroupConfig,human/102061.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,2.0,3.0,,,3.0,2.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,102061.py,102061.GroupConfig:::102061.py
